regcntr_id,machine_id,device_id,lang_code,is_active,cr_by,cr_dtimes
10001,10001,3000021,eng,TRUE,superadmin(),now()
10003,10002,3000022,eng,TRUE,superadmin(),now()
10003,10003,3000023,eng,TRUE,superadmin(),now()
10004,10004,3000024,eng,TRUE,superadmin(),now()
10005,10005,3000025,eng,TRUE,superadmin(),now()
10006,10006,3000026,eng,TRUE,superadmin(),now()
10007,10007,3000027,eng,TRUE,superadmin(),now()
10008,10008,3000028,eng,TRUE,superadmin(),now()
10009,10009,3000029,eng,TRUE,superadmin(),now()
10010,10010,3000030,eng,TRUE,superadmin(),now()
10011,10011,3000031,eng,TRUE,superadmin(),now()
10011,10012,3000032,eng,TRUE,superadmin(),now()
10012,10013,3000033,eng,TRUE,superadmin(),now()
10012,10014,3000034,eng,TRUE,superadmin(),now()
10013,10015,3000035,eng,TRUE,superadmin(),now()
10013,10016,3000036,eng,TRUE,superadmin(),now()
10014,10017,3000037,eng,TRUE,superadmin(),now()
10014,10018,3000038,eng,TRUE,superadmin(),now()
10015,10019,3000039,eng,TRUE,superadmin(),now()
10015,10020,3000040,eng,TRUE,superadmin(),now()
10001,10001,3000041,eng,TRUE,superadmin(),now()
10003,10002,3000042,eng,TRUE,superadmin(),now()
10003,10003,3000043,eng,TRUE,superadmin(),now()
10004,10004,3000044,eng,TRUE,superadmin(),now()
10005,10005,3000045,eng,TRUE,superadmin(),now()
10006,10006,3000046,eng,TRUE,superadmin(),now()
10007,10007,3000047,eng,TRUE,superadmin(),now()
10008,10008,3000048,eng,TRUE,superadmin(),now()
10009,10009,3000049,eng,TRUE,superadmin(),now()
10010,10010,3000050,eng,TRUE,superadmin(),now()
10011,10011,3000051,eng,TRUE,superadmin(),now()
10011,10012,3000052,eng,TRUE,superadmin(),now()
10012,10013,3000053,eng,TRUE,superadmin(),now()
10012,10014,3000054,eng,TRUE,superadmin(),now()
10013,10015,3000055,eng,TRUE,superadmin(),now()
10013,10016,3000056,eng,TRUE,superadmin(),now()
10014,10017,3000057,eng,TRUE,superadmin(),now()
10014,10018,3000058,eng,TRUE,superadmin(),now()
10015,10019,3000059,eng,TRUE,superadmin(),now()
10015,10020,3000060,eng,TRUE,superadmin(),now()
10001,10001,3000061,eng,TRUE,superadmin(),now()
10003,10002,3000062,eng,TRUE,superadmin(),now()
10003,10003,3000063,eng,TRUE,superadmin(),now()
10004,10004,3000064,eng,TRUE,superadmin(),now()
10005,10005,3000065,eng,TRUE,superadmin(),now()
10006,10006,3000066,eng,TRUE,superadmin(),now()
10007,10007,3000067,eng,TRUE,superadmin(),now()
10008,10008,3000068,eng,TRUE,superadmin(),now()
10009,10009,3000069,eng,TRUE,superadmin(),now()
10010,10010,3000070,eng,TRUE,superadmin(),now()
10011,10011,3000071,eng,TRUE,superadmin(),now()
10011,10012,3000072,eng,TRUE,superadmin(),now()
10012,10013,3000073,eng,TRUE,superadmin(),now()
10012,10014,3000074,eng,TRUE,superadmin(),now()
10013,10015,3000075,eng,TRUE,superadmin(),now()
10013,10016,3000076,eng,TRUE,superadmin(),now()
10014,10017,3000077,eng,TRUE,superadmin(),now()
10014,10018,3000078,eng,TRUE,superadmin(),now()
10015,10019,3000079,eng,TRUE,superadmin(),now()
10015,10020,3000080,eng,TRUE,superadmin(),now()
10001,10001,3000081,eng,TRUE,superadmin(),now()
10003,10002,3000082,eng,TRUE,superadmin(),now()
10003,10003,3000083,eng,TRUE,superadmin(),now()
10004,10004,3000084,eng,TRUE,superadmin(),now()
10005,10005,3000085,eng,TRUE,superadmin(),now()
10006,10006,3000086,eng,TRUE,superadmin(),now()
10007,10007,3000087,eng,TRUE,superadmin(),now()
10008,10008,3000088,eng,TRUE,superadmin(),now()
10009,10009,3000089,eng,TRUE,superadmin(),now()
10010,10010,3000090,eng,TRUE,superadmin(),now()
10011,10011,3000091,eng,TRUE,superadmin(),now()
10011,10012,3000092,eng,TRUE,superadmin(),now()
10012,10013,3000093,eng,TRUE,superadmin(),now()
10012,10014,3000094,eng,TRUE,superadmin(),now()
10013,10015,3000095,eng,TRUE,superadmin(),now()
10013,10016,3000096,eng,TRUE,superadmin(),now()
10014,10017,3000097,eng,TRUE,superadmin(),now()
10014,10018,3000098,eng,TRUE,superadmin(),now()
10015,10019,3000099,eng,TRUE,superadmin(),now()
10015,10020,3000100,eng,TRUE,superadmin(),now()
10001,10001,3000101,eng,TRUE,superadmin(),now()
10003,10002,3000102,eng,TRUE,superadmin(),now()
10003,10003,3000103,eng,TRUE,superadmin(),now()
10004,10004,3000104,eng,TRUE,superadmin(),now()
10005,10005,3000105,eng,TRUE,superadmin(),now()
10006,10006,3000106,eng,TRUE,superadmin(),now()
10007,10007,3000107,eng,TRUE,superadmin(),now()
10008,10008,3000108,eng,TRUE,superadmin(),now()
10009,10009,3000109,eng,TRUE,superadmin(),now()
10010,10010,3000110,eng,TRUE,superadmin(),now()
10011,10011,3000111,eng,TRUE,superadmin(),now()
10011,10012,3000112,eng,TRUE,superadmin(),now()
10012,10013,3000113,eng,TRUE,superadmin(),now()
10012,10014,3000114,eng,TRUE,superadmin(),now()
10013,10015,3000115,eng,TRUE,superadmin(),now()
10013,10016,3000116,eng,TRUE,superadmin(),now()
10014,10017,3000117,eng,TRUE,superadmin(),now()
10014,10018,3000118,eng,TRUE,superadmin(),now()
10015,10019,3000119,eng,TRUE,superadmin(),now()
10015,10020,3000120,eng,TRUE,superadmin(),now()
10002,10021,3000121,eng,TRUE,superadmin(),now()
10003,10022,3000122,eng,TRUE,superadmin(),now()
10004,10023,3000123,eng,TRUE,superadmin(),now()
10003,10024,3000124,eng,TRUE,superadmin(),now()
10006,10025,3000125,eng,TRUE,superadmin(),now()
10007,10026,3000126,eng,TRUE,superadmin(),now()
10008,10027,3000127,eng,TRUE,superadmin(),now()
10009,10028,3000128,eng,TRUE,superadmin(),now()
10010,10029,3000129,eng,TRUE,superadmin(),now()
10002,10021,3000130,eng,TRUE,superadmin(),now()
10003,10022,3000131,eng,TRUE,superadmin(),now()
10004,10023,3000132,eng,TRUE,superadmin(),now()
10003,10024,3000133,eng,TRUE,superadmin(),now()
10006,10025,3000134,eng,TRUE,superadmin(),now()
10007,10026,3000135,eng,TRUE,superadmin(),now()
10008,10027,3000136,eng,TRUE,superadmin(),now()
10009,10028,3000137,eng,TRUE,superadmin(),now()
10010,10029,3000138,eng,TRUE,superadmin(),now()
10002,10021,3000139,eng,TRUE,superadmin(),now()
10003,10022,3000140,eng,TRUE,superadmin(),now()
10004,10023,3000141,eng,TRUE,superadmin(),now()
10003,10024,3000142,eng,TRUE,superadmin(),now()
10006,10025,3000143,eng,TRUE,superadmin(),now()
10007,10026,3000144,eng,TRUE,superadmin(),now()
10008,10027,3000145,eng,TRUE,superadmin(),now()
10009,10028,3000146,eng,TRUE,superadmin(),now()
10010,10029,3000147,eng,TRUE,superadmin(),now()
10002,10021,3000148,eng,TRUE,superadmin(),now()
10003,10022,3000149,eng,TRUE,superadmin(),now()
10004,10023,3000150,eng,TRUE,superadmin(),now()
10003,10024,3000151,eng,TRUE,superadmin(),now()
10006,10025,3000152,eng,TRUE,superadmin(),now()
10007,10026,3000153,eng,TRUE,superadmin(),now()
10008,10027,3000154,eng,TRUE,superadmin(),now()
10009,10028,3000155,eng,TRUE,superadmin(),now()
10010,10029,3000156,eng,TRUE,superadmin(),now()
10002,10021,3000157,eng,TRUE,superadmin(),now()
10003,10022,3000158,eng,TRUE,superadmin(),now()
10004,10023,3000159,eng,TRUE,superadmin(),now()
10003,10024,3000160,eng,TRUE,superadmin(),now()
10006,10025,3000161,eng,TRUE,superadmin(),now()
10007,10026,3000162,eng,TRUE,superadmin(),now()
10008,10027,3000163,eng,TRUE,superadmin(),now()
10009,10028,3000164,eng,TRUE,superadmin(),now()
10010,10029,3000165,eng,TRUE,superadmin(),now()
10001,10030,3000166,eng,TRUE,superadmin,now()
10001,10030,3000167,eng,TRUE,superadmin,now()
10001,10030,3000168,eng,TRUE,superadmin,now()
10001,10030,3000169,eng,TRUE,superadmin,now()
10001,10030,3000170,eng,TRUE,superadmin,now()
10001,10031,3000171,eng,TRUE,superadmin,now()
10001,10031,3000172,eng,TRUE,superadmin,now()
10001,10031,3000173,eng,TRUE,superadmin,now()
10001,10031,3000174,eng,TRUE,superadmin,now()
10001,10031,3000175,eng,TRUE,superadmin,now()
10002,10032,3000176,eng,TRUE,superadmin,now()
10002,10032,3000177,eng,TRUE,superadmin,now()
10002,10032,3000178,eng,TRUE,superadmin,now()
10002,10032,3000179,eng,TRUE,superadmin,now()
10002,10032,3000180,eng,TRUE,superadmin,now()
10006,10033,3000181,eng,TRUE,superadmin,now()
10006,10033,3000182,eng,TRUE,superadmin,now()
10006,10033,3000183,eng,TRUE,superadmin,now()
10006,10033,3000184,eng,TRUE,superadmin,now()
10006,10033,3000185,eng,TRUE,superadmin,now()
10006,10034,3000186,eng,TRUE,superadmin,now()
10006,10034,3000187,eng,TRUE,superadmin,now()
10006,10034,3000188,eng,TRUE,superadmin,now()
10006,10034,3000189,eng,TRUE,superadmin,now()
10006,10034,3000190,eng,TRUE,superadmin,now()
10006,10035,3000191,eng,TRUE,superadmin,now()
10006,10035,3000192,eng,TRUE,superadmin,now()
10006,10035,3000193,eng,TRUE,superadmin,now()
10006,10035,3000194,eng,TRUE,superadmin,now()
10006,10035,3000195,eng,TRUE,superadmin,now()
10006,10036,3000196,eng,TRUE,superadmin,now()
10006,10036,3000197,eng,TRUE,superadmin,now()
10006,10036,3000198,eng,TRUE,superadmin,now()
10006,10036,3000199,eng,TRUE,superadmin,now()
10006,10036,3000200,eng,TRUE,superadmin,now()
10006,10037,3000201,eng,TRUE,superadmin,now()
10006,10037,3000202,eng,TRUE,superadmin,now()
10006,10037,3000203,eng,TRUE,superadmin,now()
10006,10037,3000204,eng,TRUE,superadmin,now()
10006,10037,3000205,eng,TRUE,superadmin,now()
10006,10038,3000206,eng,TRUE,superadmin,now()
10006,10038,3000207,eng,TRUE,superadmin,now()
10006,10038,3000208,eng,TRUE,superadmin,now()
10006,10038,3000209,eng,TRUE,superadmin,now()
10006,10038,3000210,eng,TRUE,superadmin,now()
10006,10039,3000211,eng,TRUE,superadmin,now()
10006,10039,3000212,eng,TRUE,superadmin,now()
10006,10039,3000213,eng,TRUE,superadmin,now()
10006,10039,3000214,eng,TRUE,superadmin,now()
10006,10039,3000215,eng,TRUE,superadmin,now()
10006,10040,3000216,eng,TRUE,superadmin,now()
10006,10040,3000217,eng,TRUE,superadmin,now()
10006,10040,3000218,eng,TRUE,superadmin,now()
10006,10040,3000219,eng,TRUE,superadmin,now()
10006,10040,3000220,eng,TRUE,superadmin,now()
10006,10041,3000221,eng,TRUE,superadmin,now()
10006,10041,3000222,eng,TRUE,superadmin,now()
10006,10041,3000223,eng,TRUE,superadmin,now()
10006,10041,3000224,eng,TRUE,superadmin,now()
10006,10041,3000225,eng,TRUE,superadmin,now()
10006,10042,3000226,eng,TRUE,superadmin,now()
10006,10042,3000227,eng,TRUE,superadmin,now()
10006,10042,3000228,eng,TRUE,superadmin,now()
10006,10042,3000229,eng,TRUE,superadmin,now()
10006,10042,3000230,eng,TRUE,superadmin,now()
10006,10043,3000231,eng,TRUE,superadmin,now()
10006,10043,3000232,eng,TRUE,superadmin,now()
10006,10043,3000233,eng,TRUE,superadmin,now()
10006,10043,3000234,eng,TRUE,superadmin,now()
10006,10043,3000235,eng,TRUE,superadmin,now()
10006,10044,3000236,eng,TRUE,superadmin,now()
10006,10044,3000237,eng,TRUE,superadmin,now()
10006,10044,3000238,eng,TRUE,superadmin,now()
10006,10044,3000239,eng,TRUE,superadmin,now()
10006,10044,3000240,eng,TRUE,superadmin,now()
10006,10045,3000241,eng,TRUE,superadmin,now()
10006,10045,3000242,eng,TRUE,superadmin,now()
10006,10045,3000243,eng,TRUE,superadmin,now()
10006,10045,3000244,eng,TRUE,superadmin,now()
10006,10045,3000245,eng,TRUE,superadmin,now()
10006,10046,3000246,eng,TRUE,superadmin,now()
10006,10046,3000247,eng,TRUE,superadmin,now()
10006,10046,3000248,eng,TRUE,superadmin,now()
10006,10046,3000249,eng,TRUE,superadmin,now()
10006,10046,3000250,eng,TRUE,superadmin,now()
10006,10047,3000251,eng,TRUE,superadmin,now()
10006,10047,3000252,eng,TRUE,superadmin,now()
10006,10047,3000253,eng,TRUE,superadmin,now()
10006,10047,3000254,eng,TRUE,superadmin,now()
10006,10047,3000255,eng,TRUE,superadmin,now()
10006,10048,3000256,eng,TRUE,superadmin,now()
10006,10048,3000257,eng,TRUE,superadmin,now()
10006,10048,3000258,eng,TRUE,superadmin,now()
10006,10048,3000259,eng,TRUE,superadmin,now()
10006,10048,3000260,eng,TRUE,superadmin,now()
10006,10049,3000261,eng,TRUE,superadmin,now()
10006,10049,3000262,eng,TRUE,superadmin,now()
10006,10049,3000263,eng,TRUE,superadmin,now()
10006,10049,3000264,eng,TRUE,superadmin,now()
10006,10049,3000265,eng,TRUE,superadmin,now()
10006,10050,3000266,eng,TRUE,superadmin,now()
10006,10050,3000267,eng,TRUE,superadmin,now()
10006,10050,3000268,eng,TRUE,superadmin,now()
10006,10050,3000269,eng,TRUE,superadmin,now()
10006,10050,3000270,eng,TRUE,superadmin,now()
10006,10051,3000271,eng,TRUE,superadmin,now()
10006,10051,3000272,eng,TRUE,superadmin,now()
10006,10051,3000273,eng,TRUE,superadmin,now()
10006,10051,3000274,eng,TRUE,superadmin,now()
10006,10051,3000275,eng,TRUE,superadmin,now()
10006,10052,3000276,eng,TRUE,superadmin,now()
10006,10052,3000277,eng,TRUE,superadmin,now()
10006,10052,3000278,eng,TRUE,superadmin,now()
10006,10052,3000279,eng,TRUE,superadmin,now()
10006,10052,3000280,eng,TRUE,superadmin,now()
10006,10053,3000281,eng,TRUE,superadmin,now()
10006,10053,3000282,eng,TRUE,superadmin,now()
10006,10053,3000283,eng,TRUE,superadmin,now()
10006,10053,3000284,eng,TRUE,superadmin,now()
10006,10053,3000285,eng,TRUE,superadmin,now()
10006,10054,3000286,eng,TRUE,superadmin,now()
10006,10054,3000287,eng,TRUE,superadmin,now()
10006,10054,3000288,eng,TRUE,superadmin,now()
10006,10054,3000289,eng,TRUE,superadmin,now()
10006,10054,3000290,eng,TRUE,superadmin,now()
10007,10055,3000291,eng,TRUE,superadmin,now()
10007,10055,3000292,eng,TRUE,superadmin,now()
10007,10055,3000293,eng,TRUE,superadmin,now()
10007,10055,3000294,eng,TRUE,superadmin,now()
10007,10055,3000295,eng,TRUE,superadmin,now()
10007,10056,3000296,eng,TRUE,superadmin,now()
10007,10056,3000297,eng,TRUE,superadmin,now()
10007,10056,3000298,eng,TRUE,superadmin,now()
10007,10056,3000299,eng,TRUE,superadmin,now()
10007,10056,3000300,eng,TRUE,superadmin,now()
10007,10057,3000301,eng,TRUE,superadmin,now()
10007,10057,3000302,eng,TRUE,superadmin,now()
10007,10057,3000303,eng,TRUE,superadmin,now()
10007,10057,3000304,eng,TRUE,superadmin,now()
10007,10057,3000305,eng,TRUE,superadmin,now()
10007,10058,3000306,eng,TRUE,superadmin,now()
10007,10058,3000307,eng,TRUE,superadmin,now()
10007,10058,3000308,eng,TRUE,superadmin,now()
10007,10058,3000309,eng,TRUE,superadmin,now()
10007,10058,3000310,eng,TRUE,superadmin,now()
10008,10059,3000311,eng,TRUE,superadmin,now()
10008,10059,3000312,eng,TRUE,superadmin,now()
10008,10059,3000313,eng,TRUE,superadmin,now()
10008,10059,3000314,eng,TRUE,superadmin,now()
10008,10059,3000315,eng,TRUE,superadmin,now()
10008,10060,3000316,eng,TRUE,superadmin,now()
10008,10060,3000317,eng,TRUE,superadmin,now()
10008,10060,3000318,eng,TRUE,superadmin,now()
10008,10060,3000319,eng,TRUE,superadmin,now()
10008,10060,3000320,eng,TRUE,superadmin,now()
10008,10061,3000321,eng,TRUE,superadmin,now()
10008,10061,3000322,eng,TRUE,superadmin,now()
10008,10061,3000323,eng,TRUE,superadmin,now()
10008,10061,3000324,eng,TRUE,superadmin,now()
10008,10061,3000325,eng,TRUE,superadmin,now()
10008,10062,3000326,eng,TRUE,superadmin,now()
10008,10062,3000327,eng,TRUE,superadmin,now()
10008,10062,3000328,eng,TRUE,superadmin,now()
10008,10062,3000329,eng,TRUE,superadmin,now()
10008,10062,3000330,eng,TRUE,superadmin,now()
10008,10063,3000331,eng,TRUE,superadmin,now()
10008,10063,3000332,eng,TRUE,superadmin,now()
10008,10063,3000333,eng,TRUE,superadmin,now()
10008,10063,3000334,eng,TRUE,superadmin,now()
10008,10063,3000335,eng,TRUE,superadmin,now()
10008,10064,3000336,eng,TRUE,superadmin,now()
10008,10064,3000337,eng,TRUE,superadmin,now()
10008,10064,3000338,eng,TRUE,superadmin,now()
10008,10064,3000339,eng,TRUE,superadmin,now()
10008,10064,3000340,eng,TRUE,superadmin,now()
10008,10065,3000341,eng,TRUE,superadmin,now()
10008,10065,3000342,eng,TRUE,superadmin,now()
10008,10065,3000343,eng,TRUE,superadmin,now()
10008,10065,3000344,eng,TRUE,superadmin,now()
10008,10065,3000345,eng,TRUE,superadmin,now()
10008,10066,3000346,eng,TRUE,superadmin,now()
10008,10066,3000347,eng,TRUE,superadmin,now()
10008,10066,3000348,eng,TRUE,superadmin,now()
10008,10066,3000349,eng,TRUE,superadmin,now()
10008,10066,3000350,eng,TRUE,superadmin,now()
10008,10067,3000351,eng,TRUE,superadmin,now()
10008,10067,3000352,eng,TRUE,superadmin,now()
10008,10067,3000353,eng,TRUE,superadmin,now()
10008,10067,3000354,eng,TRUE,superadmin,now()
10008,10067,3000355,eng,TRUE,superadmin,now()
10008,10068,3000356,eng,TRUE,superadmin,now()
10008,10068,3000357,eng,TRUE,superadmin,now()
10008,10068,3000358,eng,TRUE,superadmin,now()
10008,10068,3000359,eng,TRUE,superadmin,now()
10008,10068,3000360,eng,TRUE,superadmin,now()
10008,10069,3000361,eng,TRUE,superadmin,now()
10008,10069,3000362,eng,TRUE,superadmin,now()
10008,10069,3000363,eng,TRUE,superadmin,now()
10008,10069,3000364,eng,TRUE,superadmin,now()
10008,10069,3000365,eng,TRUE,superadmin,now()
10008,10070,3000366,eng,TRUE,superadmin,now()
10008,10070,3000367,eng,TRUE,superadmin,now()
10008,10070,3000368,eng,TRUE,superadmin,now()
10008,10070,3000369,eng,TRUE,superadmin,now()
10008,10070,3000370,eng,TRUE,superadmin,now()
10008,10071,3000371,eng,TRUE,superadmin,now()
10008,10071,3000372,eng,TRUE,superadmin,now()
10008,10071,3000373,eng,TRUE,superadmin,now()
10008,10071,3000374,eng,TRUE,superadmin,now()
10008,10071,3000375,eng,TRUE,superadmin,now()
33333,10072,3000376,eng,TRUE,superadmin,now()
33333,10072,3000377,eng,TRUE,superadmin,now()
33333,10072,3000378,eng,TRUE,superadmin,now()
33333,10072,3000379,eng,TRUE,superadmin,now()
33333,10072,3000380,eng,TRUE,superadmin,now()
33333,10073,3000381,eng,TRUE,superadmin,now()
33333,10073,3000382,eng,TRUE,superadmin,now()
33333,10073,3000383,eng,TRUE,superadmin,now()
33333,10073,3000384,eng,TRUE,superadmin,now()
33333,10073,3000385,eng,TRUE,superadmin,now()
33333,10074,3000386,eng,TRUE,superadmin,now()
33333,10074,3000387,eng,TRUE,superadmin,now()
33333,10074,3000388,eng,TRUE,superadmin,now()
33333,10074,3000389,eng,TRUE,superadmin,now()
33333,10074,3000390,eng,TRUE,superadmin,now()
33333,10075,3000391,eng,TRUE,superadmin,now()
33333,10075,3000392,eng,TRUE,superadmin,now()
33333,10075,3000393,eng,TRUE,superadmin,now()
33333,10075,3000394,eng,TRUE,superadmin,now()
33333,10075,3000395,eng,TRUE,superadmin,now()
33333,10076,3000396,eng,TRUE,superadmin,now()
33333,10076,3000397,eng,TRUE,superadmin,now()
33333,10076,3000398,eng,TRUE,superadmin,now()
33333,10076,3000399,eng,TRUE,superadmin,now()
33333,10076,3000400,eng,TRUE,superadmin,now()
33333,10077,3000401,eng,TRUE,superadmin,now()
33333,10077,3000402,eng,TRUE,superadmin,now()
33333,10077,3000403,eng,TRUE,superadmin,now()
33333,10077,3000404,eng,TRUE,superadmin,now()
33333,10077,3000405,eng,TRUE,superadmin,now()
33333,10078,3000406,eng,TRUE,superadmin,now()
33333,10078,3000407,eng,TRUE,superadmin,now()
33333,10078,3000408,eng,TRUE,superadmin,now()
33333,10078,3000409,eng,TRUE,superadmin,now()
33333,10078,3000410,eng,TRUE,superadmin,now()
33333,10079,3000411,eng,TRUE,superadmin,now()
33333,10079,3000412,eng,TRUE,superadmin,now()
33333,10079,3000413,eng,TRUE,superadmin,now()
33333,10079,3000414,eng,TRUE,superadmin,now()
33333,10079,3000415,eng,TRUE,superadmin,now()
33333,10080,3000416,eng,TRUE,superadmin,now()
33333,10080,3000417,eng,TRUE,superadmin,now()
33333,10080,3000418,eng,TRUE,superadmin,now()
33333,10080,3000419,eng,TRUE,superadmin,now()
33333,10080,3000420,eng,TRUE,superadmin,now()
33333,10081,3000421,eng,TRUE,superadmin,now()
33333,10081,3000422,eng,TRUE,superadmin,now()
33333,10081,3000423,eng,TRUE,superadmin,now()
33333,10081,3000424,eng,TRUE,superadmin,now()
33333,10081,3000425,eng,TRUE,superadmin,now()
33333,10082,3000426,eng,TRUE,superadmin,now()
33333,10082,3000427,eng,TRUE,superadmin,now()
33333,10082,3000428,eng,TRUE,superadmin,now()
33333,10082,3000429,eng,TRUE,superadmin,now()
33333,10082,3000430,eng,TRUE,superadmin,now()
33333,10083,3000431,eng,TRUE,superadmin,now()
33333,10083,3000432,eng,TRUE,superadmin,now()
33333,10083,3000433,eng,TRUE,superadmin,now()
33333,10083,3000434,eng,TRUE,superadmin,now()
33333,10083,3000435,eng,TRUE,superadmin,now()
10008,10084,3000436,eng,TRUE,superadmin,now()
10008,10084,3000437,eng,TRUE,superadmin,now()
10008,10084,3000438,eng,TRUE,superadmin,now()
10008,10084,3000439,eng,TRUE,superadmin,now()
10008,10084,3000440,eng,TRUE,superadmin,now()
10008,10085,3000441,eng,TRUE,superadmin,now()
10008,10085,3000442,eng,TRUE,superadmin,now()
10008,10085,3000443,eng,TRUE,superadmin,now()
10008,10085,3000444,eng,TRUE,superadmin,now()
10008,10085,3000445,eng,TRUE,superadmin,now()
10008,10086,3000446,eng,TRUE,superadmin,now()
10008,10086,3000447,eng,TRUE,superadmin,now()
10008,10086,3000448,eng,TRUE,superadmin,now()
10008,10086,3000449,eng,TRUE,superadmin,now()
10008,10086,3000450,eng,TRUE,superadmin,now()
10008,10087,3000451,eng,TRUE,superadmin,now()
10008,10087,3000452,eng,TRUE,superadmin,now()
10008,10087,3000453,eng,TRUE,superadmin,now()
10008,10087,3000454,eng,TRUE,superadmin,now()
10008,10087,3000455,eng,TRUE,superadmin,now()
10008,10088,3000456,eng,TRUE,superadmin,now()
10008,10088,3000457,eng,TRUE,superadmin,now()
10008,10088,3000458,eng,TRUE,superadmin,now()
10008,10088,3000459,eng,TRUE,superadmin,now()
10008,10088,3000460,eng,TRUE,superadmin,now()
10008,10089,3000461,eng,TRUE,superadmin,now()
10008,10089,3000462,eng,TRUE,superadmin,now()
10008,10089,3000463,eng,TRUE,superadmin,now()
10008,10089,3000464,eng,TRUE,superadmin,now()
10008,10089,3000465,eng,TRUE,superadmin,now()
10008,10090,3000466,eng,TRUE,superadmin,now()
10008,10090,3000467,eng,TRUE,superadmin,now()
10008,10090,3000468,eng,TRUE,superadmin,now()
10008,10090,3000469,eng,TRUE,superadmin,now()
10008,10090,3000470,eng,TRUE,superadmin,now()
10008,10091,3000471,eng,TRUE,superadmin,now()
10008,10091,3000472,eng,TRUE,superadmin,now()
10008,10091,3000473,eng,TRUE,superadmin,now()
10008,10091,3000474,eng,TRUE,superadmin,now()
10008,10091,3000475,eng,TRUE,superadmin,now()
10008,10092,3000476,eng,TRUE,superadmin,now()
10008,10092,3000477,eng,TRUE,superadmin,now()
10008,10092,3000478,eng,TRUE,superadmin,now()
10008,10092,3000479,eng,TRUE,superadmin,now()
10008,10092,3000480,eng,TRUE,superadmin,now()
10008,10093,3000481,eng,TRUE,superadmin,now()
10008,10093,3000482,eng,TRUE,superadmin,now()
10008,10093,3000483,eng,TRUE,superadmin,now()
10008,10093,3000484,eng,TRUE,superadmin,now()
10008,10093,3000485,eng,TRUE,superadmin,now()
10008,10094,3000486,eng,TRUE,superadmin,now()
10008,10094,3000487,eng,TRUE,superadmin,now()
10008,10094,3000488,eng,TRUE,superadmin,now()
10008,10094,3000489,eng,TRUE,superadmin,now()
10008,10094,3000490,eng,TRUE,superadmin,now()
10008,10095,3000491,eng,TRUE,superadmin,now()
10008,10095,3000492,eng,TRUE,superadmin,now()
10008,10095,3000493,eng,TRUE,superadmin,now()
10008,10095,3000494,eng,TRUE,superadmin,now()
10008,10095,3000495,eng,TRUE,superadmin,now()
10008,10096,3000496,eng,TRUE,superadmin,now()
10008,10096,3000497,eng,TRUE,superadmin,now()
10008,10096,3000498,eng,TRUE,superadmin,now()
10008,10096,3000499,eng,TRUE,superadmin,now()
10008,10096,3000500,eng,TRUE,superadmin,now()
10008,10097,3000501,eng,TRUE,superadmin,now()
10008,10097,3000502,eng,TRUE,superadmin,now()
10008,10097,3000503,eng,TRUE,superadmin,now()
10008,10097,3000504,eng,TRUE,superadmin,now()
10008,10097,3000505,eng,TRUE,superadmin,now()
10008,10098,3000506,eng,TRUE,superadmin,now()
10008,10098,3000507,eng,TRUE,superadmin,now()
10008,10098,3000508,eng,TRUE,superadmin,now()
10008,10098,3000509,eng,TRUE,superadmin,now()
10008,10098,3000510,eng,TRUE,superadmin,now()
